ESTACAO;UF;MUNICIPIO;NOME;SISTEMA_ORIGEM;ESTADO;DATA_ATIVACAO;DATA_ULTIMA_MODIF;LAT;LONG;ENDERE�O;GCN;SITES_INTERNOS;DESCRICAO_SITES_INTERNOS
VPOL;BA;SALVADOR;VPOL- ACQUISITION_POLA;Netwin;Instalado;2025-09-19 10:58:36 UTC;2025-09-19 11:02:37 UTC;-13.007.066;-38.518.941;RUA DESEMBARGADOR EZEQUIEL PONDE, 111, JD APIPEMA, SALVADOR - BA 40155050 ;Não;;
SCR2;RS;SANTA CRUZ DO SUL;SANTA CRUZ DO SUL-SAC;Netwin;Instalado;2014-04-05 22:18:49 UTC;2020-09-09 16:53:50 UTC;-297.178.661;-524.312.126;RUA VENANCIO AIRES, 711, CENTRO, SANTA CRUZ DO SUL - RS 96810124 ;Não;Sala, Sala, Sala, Sala;ANDAR/SCR2/01/TX, ANDAR/SCR2/03/TX
SIS;MA;SANTA INES;SANTA INES;Netwin;Instalado;2018-12-22 13:36:32 UTC;2023-12-20 12:25:48 UTC;-36.576.917;-453.787.344;RUA DA RAPOSA, 66, CENTRO, SANTA INES - MA 65300088 ;Sim;Sala, Sala;EST/SIS/NI/NI
SLU;MG;SANTA LUZIA;SANTA LUZIA;Netwin;Instalado;2014-04-05 20:45:43 UTC;2021-12-02 18:56:24 UTC;-197.672.291;-438.639.559;RUA LUIZ MATEUS FERREIRA, 4, BOA ESPERANCA, SANTA LUZIA - MG 33035380 ;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala;CONTADORES, Datacom, EST/SLU/NI/NI, Metro, Newbridge, TRANSMISSAO - TERREO, TX
SLZ;PB;SANTA LUZIA;SANTA LUZIA;Netwin;Instalado;2014-04-05 19:37:28 UTC;2022-01-12 17:57:28 UTC;-68.727.104;-369.217.386;RUA MAJOR INACIO MACHADO, 1, CENTRO, SANTA LUZIA - PB 58600000 ;Não;Sala, Sala, Sala;Datacom, EST/SLZ/NI/NI, TRANSMISSAO - TERREO
SOBI;MG;SANTA LUZIA;SÃƒO BENEDITO;Netwin;Instalado;2022-05-25 15:37:34 UTC;2022-08-10 15:19:57 UTC;-197.883.786;-439.294.558;RUA ARAPUA, 177, SAO COSME DE CIMA, SANTA LUZIA - MG 33130392 ;Não;Sala, Sala;1Âº ANDAR - TX, EST/SOBI/NI/NI
CBI;RS;SANTA MARIA;CAMOBI;Netwin;Instalado;2023-01-07 00:00:00 UTC;2023-03-08 11:24:07 UTC;-297.003.308;-537.209.868;RUA STA LUCIA, 165, CAMOBI, SANTA MARIA - RS 97110650 ;Não;Sala, Sala, Sala;ANDAR/CBI/01/TX, ANDAR/CBI/TT/TX
FMX1;RS;SANTA MARIA;SMA-FORMOSA-MF1;Netwin;Instalado;2016-08-21 15:07:06 UTC;2016-08-21 15:07:06 UTC;-22.988;-431.519;;Não;;
LJEH;RS;SANTA MARIA;LJEH;Netwin;Instalado;2022-11-04 00:00:00 UTC;2023-02-01 13:01:52 UTC;-297.000.455;-537.224.574;;Não;Sala;ComutaÃ§ão
SMA;RS;SANTA MARIA;SANTA MARIA;Netwin;Instalado;2018-12-12 16:08:59 UTC;2023-02-07 14:16:49 UTC;-296.855.813;-538.085.628;RUA VENANCIO AIRES, 1788, CENTRO, SANTA MARIA - RS 97010002 ;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/SMA/01/CD, ANDAR/SMA/01/TX, ANDAR/SMA/01/TX1, ANDAR/SMA/02/CX, ANDAR/SMA/02/TX, ANDAR/SMA/TT/01, ANDAR/SMA/TT/DS, ANDAR/SMA/TT/TX, ANDAR/SMA/TT/TX04, EST/SMA/NI/NI
SRS;MG;SANTA RITA DO SAPUCAI;SANTA RITA DO SAPUCAI;Netwin;Instalado;2014-04-05 20:46:02 UTC;2022-03-03 20:20:18 UTC;-222.530.079;-457.034.574;PRACA SANTA RITA, 192, CENTRO, SANTA RITA DO SAPUCAI - MG 37536056;Não;Sala, Sala, Sala, Sala, Sala, Sala;Datacom, EST/SRS/NI/NI, Metro, Newbridge, SRS01_COMUTACAO-TROPICO RA, TRANSMISSSAO - TERREO
STO;RS;SANTIAGO;SANTIAGO;Netwin;Instalado;2022-09-14 13:26:00 UTC;2022-10-19 20:12:01 UTC;-291.893.627;-548.690.702;RUA BR RIO BRANCO, 496, MONSENHOR ASSIS, SANTIAGO - RS 97701740 ;Não;Sala, Sala;ANDAR/STO/01/TX
CTO;SP;SANTO ANDRE;VTAL CTO FTTH;Netwin;Instalado;2023-05-09 16:01:17 UTC;2023-05-09 16:03:52 UTC;-236.933.978;-465.417.739;;Não;;
JSA;SP;SANTO ANDRE;VTAL JSA FTTH;Netwin;Instalado;2023-01-09 17:51:26 UTC;2023-02-24 18:46:37 UTC;-236.247.598;-465.253.626;AVENIDA PINHAL, 811, VILA CAMILOPOLIS, SANTO ANDRE - SP 9240021 ;Não;Sala;SALA TX
NEO;SP;SANTO ANDRE;VTAL NEO FTTH;Netwin;Instalado;2023-03-07 17:07:23 UTC;2023-08-21 16:54:59 UTC;-236.355.706;-46.543.428;AVENIDA DOM PEDRO II, 2454, CAMPESTRE, SANTO ANDRE - SP 9080001 ;Não;Sala;SALA TX
SNT;SP;SANTO ANDRE;VTAL PQ ERASMO ASSUNÃ‡ÃƒO;Netwin;Instalado;2023-03-01 17:15:32 UTC;2023-05-09 15:46:04 UTC;-23.643.593;-4.649.659;RUA PARACATU, 758, PQE ERASMO ASSUNCAO, SANTO ANDRE - SP 9271190 ;Não;Sala;SALA TX
STD;SP;SANTO ANDRE;VTAL STD FTTH;Netwin;Instalado;2023-03-07 17:12:28 UTC;2023-08-23 18:25:37 UTC;-237.113.227;-465.095.296;;Não;Sala;SALA TX
SAN;RS;SANTO ANGELO;SANTO ANGELO;Netwin;Instalado;2016-08-21 15:07:06 UTC;2023-12-20 11:53:06 UTC;-282.987.692;-54.263.886;RUA DOS ANDRADAS, 688, CENTRO, SANTO ANGELO - RS 98803430 ;Sim;Sala, Sala, Sala, Sala, Sala;1 ANDAR - TX, ANDAR/SAN/01/TX, ANDAR/SAN/TT/01, ANDAR/SAN/TT/CD, EST/SAN/NI/NI
SNP;PR;SANTO ANTONIO DA PLATINA;STO ANTONIO DA PLATINA R RUI BARBOSA,874;Netwin;Instalado;2016-08-21 15:07:06 UTC;2022-11-16 20:12:09 UTC;-232.958.737;-500.763.451;RUA RUI BARBOSA, 874, CENTRO, SANTO ANTONIO DA PLATINA - PR 86430000 ;Não;Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/SNP/01/TX, ANDAR/SNP/TT/01, ANDAR/SNP/TT/TXD, EST/SNP/NI/NI
SBS;SC;SAO BENTO DO SUL;SAO BENTO DO SUL;Netwin;Instalado;2016-08-21 15:07:06 UTC;2022-02-07 16:00:48 UTC;-262.493.986;-493.839.651;RUA JORGE LACERDA, 252, CENTRO, SAO BENTO DO SUL - SC 89280174 ;Não;Sala, Sala, Sala, Sala;ANDAR/SBS/TT/001, ANDAR/SBS/TT/CD, EST/SBS/NI/NI
CTO;SP;SAO BERNARDO DO CAMPO;VTAL VL BAETA NEVES;Netwin;Instalado;2023-03-01 17:22:54 UTC;2023-03-01 17:25:43 UTC;-236.891;-46.539.649;RUA DOUTOR AMANCIO DE CARVALHO, 656, VILA BAETA NEVES, SAO BERNARDO DO CAMPO - SP 9751470 ;Não;Sala;SALA TX
PDAL;RJ;SAO GONCALO;PEDRO DE ALCANTARA I;Netwin;Instalado;2014-04-04 23:00:00 UTC;2018-08-21 18:32:24 UTC;-22.821.384;-430.021.976;RUA JOAO CAETANO, 56, ALCANTARA, SAO GONCALO - RJ 24710405;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala;CPD / DDR, Datacom, EST/PDAL/NI/NI, Metro, Newbridge, SALA GPON
SGO;RJ;SAO GONCALO;SAO GONCALO I;Netwin;Instalado;2014-04-05 20:53:16 UTC;2019-01-07 16:11:19 UTC;-228.268.293;-430.599.942;;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;COMUNI. DADOS 5 ANDAR S.02, DG-1 ANDAR, Datacom, EST/SGO/NI/NI, MODEM OPTICO FICTICIO, Metro, NOF, NOFM, Newbridge, RICD, TRANSMISSAO - 5 ANDAR(SL 508), TRANSMISSAO- 1 ANDAR(SALA127), TRANSMISSÃƒO, TX / 5Âº ANDAR
SMI;RJ;SAO JOAO DE MERITI;SAO JOAO DE MERITI I;Netwin;Instalado;2014-04-05 00:00:00 UTC;2016-06-07 14:36:00 UTC;-228.026.675;-433.739.537;AVENIDA GETULIO DE MOURA, 191, CENTRO, SAO JOAO DE MERITI - RJ 25520661;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;COMUNICACAO DE DADOS 4 ANDAR, Datacom, EST/SMI/NI/NI, MODEM OPTICO FICTICIO, Metro, Newbridge, RMS, TRANSMISSAO/4 AND/SALA 410, TX - 4Â° ANDAR
VITE;RJ;SAO JOAO DE MERITI;VILAR DOS TELES I;Netwin;Instalado;2014-04-05 20:53:17 UTC;2014-04-05 20:53:17 UTC;-227.749.544;-433.611.257;AVENIDA AUTOMOVEL CLUBE, 2533, JD JOSE BONIFACIO, SAO JOAO DE MERITI - RJ 25565171;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;2Âº ANDAR / TX, COMUNICACAO DE DADOS 2 ANDAR, Datacom, EST/VITE/NI/NI, MODEM OPTICO FICTICIO, Metro, Newbridge, RADIOS ANATEL, SALA GPON, TRANSMISSAO-TERREO
JSI;SP;SAO JOSE DOS CAMPOS;VTAL JD SAO VICENTE;Netwin;Instalado;2022-05-04 16:09:19 UTC;2022-11-30 20:03:50 UTC;-231.724.933;-458.166.695;AVENIDA JOSE FRANCISCO MARCONDES, 116, JARDIM SAO VICENTE, SAO JOSE DOS CAMPOS - SP 12224350 ;Não;Sala;SALA TX
PUT;SP;SAO JOSE DOS CAMPOS;VTAL PUT FTTH;Netwin;Instalado;2023-03-07 17:04:38 UTC;2023-06-22 11:47:04 UTC;-232.394.249;-458.288.907;;Não;Sala;SALA TX
SPCB;SP;SAO JOSE DOS CAMPOS;VTAL BOSQUE DOS IPES;Netwin;Instalado;2022-11-14 18:00:13 UTC;2023-02-08 17:59:31 UTC;-232.583.895;-458.974.301;AVENIDA MARIO FRIGI, 649, RES BOSQUE IPES, SAO JOSE DOS CAMPOS - SP 12236871 ;Não;Sala;SALA TX
SJCT;PR;SAO JOSE DOS PINHAIS;COSTEIRA - R ROSILDO ROCCO, S/N;Netwin;Instalado;2016-08-21 15:07:06 UTC;2019-09-30 18:46:00 UTC;-25.549.734;-49.154.814;;Não;Sala, Sala, Sala;ANDAR/SJCT/TT/01, ANDAR/SJCT/TT/TX
SJMI;PR;SAO JOSE DOS PINHAIS;SAO JOSE DOS PINHAIS/MIRINGUAVA - BR-376;Netwin;Instalado;2016-08-21 15:07:06 UTC;2022-05-18 20:06:42 UTC;-256.160.181;-491.693.672;RODOVIA BR 376 KM 624 A 627, SN, CONTENDA, SAO JOSE DOS PINHAIS - PR 83115004 ;Não;Sala, Sala, Sala, Sala;ANDAR/SJMI/TT/01, ANDAR/SJMI/TT/TX, EST/SJMI/NI/NI
SJRL;PR;SAO JOSE DOS PINHAIS;ELR RENAULT - VL OESTE, S/N;Netwin;Instalado;2016-08-21 15:07:06 UTC;2020-04-13 20:56:22 UTC;-255.226.784;-491.231.851;AVENIDA INDUSTRIAL, 56, ROSEIRA, SAO JOSE DOS PINHAIS - PR 83070205 ;Não;Sala, Sala, Sala;ANDAR/SJRL/TT/01, ANDAR/SJRL/TT/TX
SJJ;SC;SAO JOSE;SÃƒO JOSE;Netwin;Instalado;2023-03-23 17:11:13 UTC;2023-03-23 17:21:41 UTC;-27.608.183;-486.272.369;RUA DR CONSTANCIO KRUMMEL, 2247, PRAIA COMPRIDA, SAO JOSE - SC 88103600 ;Não;Sala;TRANSMISSAO
SJJE;SC;SAO JOSE;SÃƒO JOSE;Netwin;Instalado;2023-04-24 21:24:44 UTC;2023-05-22 12:01:34 UTC;-275.795.784;-48.677.806;;Não;;
SSJ;SC;SAO JOSE;SÃƒO JOSE;Netwin;Instalado;2023-04-22 12:41:03 UTC;2023-04-22 12:48:01 UTC;-276.082.398;-486.273.781;RUA DR CONSTANCIO KRUMMEL, 2277, PRAIA COMPRIDA, SAO JOSE - SC 88103600 ;Não;Sala;TRANSMISSAO
SLE;RS;SAO LEOPOLDO;SAO LEOPOLDO;Netwin;Instalado;2018-12-12 16:59:53 UTC;2020-04-23 11:01:31 UTC;-297.648.415;-511.483.283;RUA BENTO GONCALVES, 539, CENTRO, SAO LEOPOLDO - RS 93010220 ;Não;Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/SLE/01/TX, ANDAR/SLE/TT/CD, ANDAR/SLE/TT/TX, EST/SLE/NI/NI
SLL;RS;SAO LOURENCO DO SUL;SAO LOURENCO DO SUL;Netwin;Instalado;2020-08-19 14:53:28 UTC;2021-03-01 20:05:26 UTC;-313.675.228;-519.799.881;RUA JULIO DE CASTILHOS, 1902, CENTRO, SAO LOURENCO DO SUL - RS 96170000 ;Não;Sala, Sala;ANDAR/SLL/01/TX
SAL;MG;SAO LOURENCO;SAO LOURENCO;Netwin;Instalado;2014-04-05 20:45:35 UTC;2021-04-20 13:50:09 UTC;-221.177.089;-450.556.109;RUA CORONEL JOSE JUSTINO, 647, CENTRO, SAO LOURENCO - MG 37470000;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;Datacom, EST/SAL/NI/NI, Metro, Newbridge, RMS, SALA 1, TRANSMISSAO - 1 ANDAR, TRANSMISSAO - 2 ANDAR, TRANSMISSÃƒO - 1Âº AND
COP;MA;SAO LUIS;Cidade OperÃ¡ria;Netwin;Instalado;2021-05-21 12:38:58 UTC;2021-06-24 14:04:29 UTC;-25.751.871;-441.974.713;AVENIDA ESTE UNIDADE 103, SN, CIDADE OPERARIA, SAO LUIS - MA 65058239 ;Não;Sala, Sala;EST/COP/NI/NI, TERREO - TX
CTO;MA;SAO LUIS;CENTRO-SAO LUIS;Netwin;Instalado;2018-02-24 23:06:48 UTC;2023-12-20 12:28:27 UTC;-253.176;-4.429.388;AVENIDA ALEXANDRE DE MOURA, 86, CENTRO, SAO LUIS - MA 65025470 ;Sim;Sala, Sala;EST/CTO/NI/NI
ODA;MA;SAO LUIS;OLHO DAGUA;Netwin;Instalado;2022-03-25 20:27:28 UTC;2022-07-01 12:46:12 UTC;-24.935.728;-442.289.963;AVENIDA LUIS REI DE FRANCA, 86, TURU, SAO LUIS - MA 65065470 ;Não;Sala, Sala tÃ©cnica;1Âº ANDAR - TRANSMISSAO, TX
VHS;MA;SAO LUIS;VHS-SAOLUIS;Netwin;Instalado;2019-10-02 20:20:29 UTC;2022-03-24 20:49:23 UTC;-25.194.881;-442.489.436;AVENIDA DANIEL DE LA TOUCHE, 31, COHAMA, SAO LUIS - MA 65070971;Não;Sala, Sala;EST/VHS/NI/NI
BRS;SP;SAO PAULO;OI BRAS;Netwin;Instalado;2010-12-15 00:00:00 UTC;2023-12-20 11:10:26 UTC;-235.430.323;-466.189.507;RUA DO GASOMETRO, 741, BRAS, SAO PAULO - SP 3004001 ;Sim;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;Datacom, EQ - TÃ‰RREO, EST/BRS/NI/NI, HUAWEI - NGN / 1 ANDAR, MOVEL, Metro, RICD, RMS, SALA 01 - TERREO, SALA 4, Sala Equipamentos 1Â° Andar, TRANSMISSAO, TRANSMISSÃƒO - TERREO
ETPA;SP;SAO PAULO;ETPA MR;Netwin;Instalado;2021-03-11 11:46:05 UTC;2023-12-20 11:25:02 UTC;-235.593.341;-466.583.291;AVENIDA PAULISTA, 1842, BELA VISTA, SAO PAULO - SP 1310923 ;Sim;Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/ETPA/00/CPD, ANDAR/ETPA/03/00, ANDAR/ETPA/03/37 38, ANDAR/ETPA/TORRE SUL/00, EST/ETPA/NI/NI, Transmissão
ETPN;SP;SAO PAULO;ETPN-PANAMÃ‰RICA;Netwin;Instalado;2020-11-09 15:11:33 UTC;2021-02-16 20:54:27 UTC;-236.523.236;-46.726.072;AVENIDA GUIDO CALOI, 1000, JARDIM SAO LUIS, SAO PAULO - SP 5802140;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/ETPN/02 BLOCO 7/00, ANDAR/ETPN/BLOCO 4/00, ANDAR/ETPN/BLOCO 7/00, ANDAR/ETPN/BLOCO 7/IDC, ANDAR/ETPN/BLOCO 7/TELCO, ANDAR/ETPN/TERREO/00, ANDAR/ETPN/TERREO/IDC, COLO5, TX
GUA;SP;SAO PAULO;ESTACAO GUAIPA;Netwin;Instalado;2011-05-27 00:00:00 UTC;2023-12-20 11:36:19 UTC;-23.521.667;-46.731.111;RUA GUAIPA, 955, VILA LEOPOLDINA, SAO PAULO - SP 5089001 ;Sim;Sala, Sala, Sala;ANDAR/GUA/1/TX, EST/GUA/NI/NI, Sala 4
OCM;SP;SAO PAULO;OLIMPIA CMELO;Netwin;Instalado;2015-09-03 12:07:47 UTC;2022-06-10 15:55:54 UTC;-235.986.384;-466.847.828;RUA ESTADOS UNIDOS, 100, JARDIM AMERICA, SAO PAULO - SP 1427000 ;Não;Sala, Sala;EST/OCM/NI/NI, SALA TX
PIU;SP;SAO PAULO;PEGASUS INDIANOPOLIS UM;Netwin;Instalado;2004-01-21 00:00:00 UTC;2021-11-05 17:15:30 UTC;-23.602.379;-466.606.209;AVENIDA IBIRAPUERA, 2033, INDIANOPOLIS, SAO PAULO - SP 4029901 ;Não;Sala, Sala;EST/PIU/NI/NI, Sala CSP-890014
PJD;SP;SAO PAULO;PEGASUS JARDIM DOM BOSCO;Netwin;Instalado;2004-01-22 00:00:00 UTC;2021-05-28 13:55:28 UTC;-236.512.094;-467.205.155;RUA BENTO BRANCO ANDRADE FILHO, 621, JARDIM DOM BOSCO, SAO PAULO - SP 4757000;Não;Sala, Sala;EST/PJD/NI/NI, SALA APOP TIVIT
PSU;SP;SAO PAULO;PEGASUS SUMAREZINHO;Netwin;Instalado;2009-11-04 00:00:00 UTC;2021-05-27 12:30:34 UTC;-23.542.778;-46.695.833;RUA HEITOR PENTEADO, 1951, SUMAREZINHO, SAO PAULO - SP 5437002 ;Não;Sala, Sala;EST/PSU/NI/NI, SALA TX
PVOU;SP;SAO PAULO;TLM TELEMAR NORTE LESTE SA;Netwin;Instalado;2021-09-15 13:09:54 UTC;2022-06-25 21:23:58 UTC;-235.986.834;-466.846.323;AVENIDA DOUTOR CARDOSO MELO, 1149, VILA OLIMPIO, SAO PAULO - SP 4548004 ;Não;Sala;EST/PVOU/NI/NI
PVP;SP;SAO PAULO;PEGASUS VILA PRUDENTE;Netwin;Instalado;2021-01-19 13:10:11 UTC;2021-05-26 14:46:02 UTC;-23.588.612;-465.775.828;RUA INACIO, 380, VILA PRUDENTE, SAO PAULO - SP 3142001 ;Não;Sala, Sala;EST/PVP/NI/NI
VMSN;SP;SAO PAULO;VILA MARIA SALA NOVISSIMA;Netwin;Instalado;2021-03-11 12:09:14 UTC;2021-04-19 19:31:42 UTC;-235.187.691;-46.585.441;RUA AMAMBAI, 1102, VILA MARIA, SAO PAULO - SP 2115001;Não;Sala, Sala;EST/VMSN/NI/NI, TX
SPA;RJ;SAO PEDRO DA ALDEIA;SAO PEDRO DA ALDEIA I;Netwin;Instalado;2014-04-05 20:52:59 UTC;2021-06-04 11:37:44 UTC;-228.380.859;-421.012.765;RUA JOAO MARTINS, 128, CENTRO, SAO PEDRO DA ALDEIA - RJ 28941148;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;COMUNICACAO DE DADOS 1 ANDAR, CX_TROP.R_RSPA1_TERREO, DG-TERREO, Datacom, EST/SPA/NI/NI, MODEM OPTICO FICTICIO, Metro, Newbridge, RADIOS ANATEL, SPA01_COMUTACAO_TROPICO RA, TERREO - SALA 01, TRANSMISSAO - 1 ANDAR, TRANSMISSÃƒO, ZTX-610 / 2661 / CX TERREO
SVI;PR;SAO PEDRO DO IVAI;S PEDRO DO IVAI R PDERO P SOBRINHO, 101;Netwin;Instalado;2021-09-28 12:10:32 UTC;2021-11-12 13:14:52 UTC;-238.639.561;-518.596.663;RUA PEDRO PAULO SOBRINHO, 101, CENTRO, SAO PEDRO DO IVAI - PR 86945000 ;Não;Sala, Sala;ANDAR/SVI/TT/01, TX
SAY;PR;SAO SEBASTIAO DA AMOREIRA;SAO SEBASTIAO DA AMOREIRA;Netwin;Instalado;2016-08-21 15:07:06 UTC;2021-11-12 13:18:04 UTC;-234.629.368;-507.616.928;RUA GUADALAJARA, 521, CENTRO, SAO SEBASTIAO DA AMOREIRA - PR 86240000 ;Não;Sala, Sala, Sala;ANDAR/SAY/TT/01, COMUTAÃ‡ÃƒO
SPG;RS;SAPIRANGA;SPG;Netwin;Instalado;2022-11-04 00:00:00 UTC;2022-11-04 00:00:00 UTC;-296.380.556;-510.069.444;;Não;Sala;ANDAR/SPG/01/TX
BACX;RJ;SAQUAREMA;BACAXA I;Netwin;Instalado;2014-04-05 20:53:13 UTC;2022-09-13 15:24:05 UTC;-228.942.151;-424.684.787;;Não;Sala, Sala, Sala, Sala;DG/TRANSMISSAO - 1 ANDAR (AT), Datacom, EST/BACX/NI/NI, MODEM OPTICO FICTICIO
SQR;RJ;SAQUAREMA;SAQUAREMA I;Netwin;Instalado;2014-04-05 20:53:13 UTC;2014-04-05 20:53:13 UTC;-229.325.819;-424.971.496;RUA FRUTUOSO DE OLIVEIRA, 31, CENTRO, SAQUAREMA - RJ 28990764;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;COMUNICACAO DE DADOS 1 ANDAR, Datacom, EST/SQR/NI/NI, MODEM OPTICO FICTICIO, Metro, Newbridge, SQR01_CX_ZTX-610_TERREO, SQR02_COMUTACAO_TROPICO RA, SQR02_CX_TROPICO-R_TERREO, TRANSMISSAO-TERREO, TX
CIVT;ES;SERRA;CIVIT;Netwin;Instalado;2014-04-05 20:45:34 UTC;2020-07-17 17:46:38 UTC;-201.592.768;-402.516.219;RUA MORRO DO CONTORNO, 364, MATA DA SERRA, SERRA - ES 29168139;Não;Sala, Sala, Sala, Sala, Sala;CRPN01_CX_AXE-TERREO, Datacom, EST/CIVT/NI/NI, Metro, TRANSMISSAO - TERREO
CRPN;ES;SERRA;CARAPINA;Netwin;Instalado;2014-04-05 20:45:34 UTC;2021-05-26 13:13:53 UTC;-202.163.265;-402.682.351;RUA SAO PEDRO, 108, JD LIMOEIRO, SERRA - ES 29164042 ;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;CRPN1_COMUTACAO-AXE, Datacom, EQUIPAMENTOS/1Â°PAV., EST/CRPN/NI/NI, Metro, MÃ³vel, Newbridge, RADIO, RMS, TRANSMISSAO -2 ANDAR, TX, TX/TERREO
JAIP;ES;SERRA;JACARAIPE   LC;Netwin;Instalado;2014-04-05 20:45:34 UTC;2020-09-14 18:45:30 UTC;-201.326.968;-401.841.893;RUA NOSSA SENHORA DA CONCEICAO, 480, DAS LARANJEIRAS, SERRA - ES 29175583;Não;Sala, Sala, Sala, Sala, Sala, Sala;CRPN1_COMUTACAO-AXE, Datacom, EST/JAIP/NI/NI, JAIP1_COMUTACAO_TROPICO RA, Metro, TRANSMISSAO-TERREO
SEA;ES;SERRA;SERRA   LC;Netwin;Instalado;2014-04-05 20:45:34 UTC;2022-09-05 20:59:41 UTC;-20.126.125;-403.105.517;RUA FLORIANO PEIXOTO, 0, SERRA CENTRO, SERRA - ES 29176038 ;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;CRPN1_COMUTACAO_AXE, Datacom, ESEA1_COMUTACAO_TROPICO RA, EST/SEA/NI/NI, Metro, RMS, TRANSMISSAO-TERREO, TRANSMISSÃƒO
SLA;MG;SETE LAGOAS;SETE LAGOAS;Netwin;Instalado;2014-04-05 20:46:03 UTC;2019-04-25 20:20:22 UTC;-194.651.507;-442.466.898;RUA ILKA FRANCA, 130, CENTRO, SETE LAGOAS - MG 35700036;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;Datacom, EST/SLA/NI/NI, HUAWEI - NGN, Metro, Newbridge, RMS, SLA01_COMUTACAO-AXE, TERREO - SALA 1, TRANSMISSAO, TRANSMISSAO - TERREO, TRANSMISSÃƒO - 1Â° AND
SMF;BA;SIMOES FILHO;SIMOES FILHO;Netwin;Instalado;2021-10-25 19:16:54 UTC;2022-01-31 20:00:31 UTC;-127.877.778;-383.936.111;AVENIDA ENGENHEIRO WALTER ARAGAO SOUZA, 0, CENTRO, SIMOES FILHO - BA 43700052;Não;Sala, Sala;EST/SMF/NI/NI
SOL;CE;SOBRAL;SOBRAL;Netwin;Instalado;2021-09-15 18:38:52 UTC;2022-01-28 11:41:34 UTC;-36.863.927;-403.501.629;BOULEVARD JOAO BARBOSA, 838, CENTRO, SOBRAL - CE 62010190 ;Não;Sala, Sala;EST/SOL/NI/NI
EDE;SP;SOROCABA;VTAL EDE FTTH;Netwin;Instalado;2023-01-11 19:22:51 UTC;2023-10-31 19:59:31 UTC;-234.233.542;-47.413.618;RUA TEREZIO GONCALVES DE CAMARGO, 155, EDEN, SOROCABA - SP 18103010 ;Não;Sala;SALA TX
JBN;SP;SOROCABA;VTAL JBN FTTH;Netwin;Instalado;2023-03-07 16:56:39 UTC;2023-04-27 12:34:12 UTC;-234.272.407;-474.646.052;;Não;Sala;SALA TX
JCM;SP;SOROCABA;VTAL JCM FTTH;Netwin;Instalado;2023-01-12 13:46:52 UTC;2023-03-07 17:01:15 UTC;-234.514.808;-475.052.383;;Não;Sala;SALA TX
JCS;SP;SOROCABA;JCS;Netwin;Instalado;2023-02-07 14:06:16 UTC;2023-05-05 18:56:30 UTC;-234.971.984;-47.527.951;;Não;;
SOC1;SP;SOROCABA;OI CENTRO;Netwin;Instalado;2022-01-11 13:23:27 UTC;2022-09-08 20:20:58 UTC;-2.350.302;-4.746.158;PRACA FREI BARAUNA, 46, CENTRO, SOROCABA - SP 18035170 ;Não;Sala;SALA TX
SSB;SP;SOROCABA;VTAL SSB FTTH;Netwin;Instalado;2023-02-28 13:10:51 UTC;2023-05-02 14:54:59 UTC;-235.301.095;-474.840.038;;Não;Sala;SALA TX
ETGS;MT;TANGARA DA SERRA;CENTRO;Netwin;Instalado;2021-05-06 21:34:33 UTC;2021-09-17 18:12:48 UTC;-14.619.901;-57.486.975;AVENIDA BRASIL, 60, CENTRO, TANGARA DA SERRA - MT 78300096;Não;Sala, Sala, Sala, Sala, Sala;ANDAR/ETGS/01/TX, ANDAR/ETGS/TT/01, ANDAR/ETGS/TT/RDCN, EST/ETGS/NI/NI
TQR;RS;TAQUARA;TAQUARA;Netwin;Instalado;2022-09-19 17:29:15 UTC;2022-10-17 20:46:02 UTC;-296.491.126;-507.808.801;RUA JULIO DE CASTILHOS, 2540, RONDA, TAQUARA - RS 95600100 ;Não;Sala, Sala;ANDAR/TQR/01/TX
